SongNumber,Title,ArtistName,SearchStr,market
626856,Ring My Bell,Anita Ward,ring my bell anita ward,us
238875,My Baby Must Be A Magician,The Marvelettes,my baby must be a magician the marvelettes,us
779502,Forty People,Chelsea,forty people chelsea,us
591709,Niech...,Habakuk,niech... habakuk,us
161025,Kliff,Ola Magnell,kliff ola magnell,it
749247,Keine Amnestie für MTV,Böhse Onkelz,keine amnestie für mtv böhse onkelz,us
407810,El Niño,Red Elvises,el niño red elvises,es
968975,Ice Cream,New Young Pony Club,ice cream new young pony club,us
763145,I'll Be Home For Christmas,Babyface,i'll be home for christmas babyface,us
595559,Wild One,Bobby Rydell,wild one bobby rydell,us
983072,My Baby (1940),Bo Carter,my baby (1940) bo carter,us
107485,Problem Solved,Terrorvision,problem solved terrorvision,us
814520,Sax Machine,ATM feat. Mad Sax,sax machine atm feat. mad sax,us
939161,Doreen (Album Version),James Jackson Toth,doreen (album version) james jackson toth,nl
650802,You Step,Patrick Andy,you step patrick andy,us
978173,By My Side,Ignite,by my side ignite,us
504501,Nasty Crew,Kojak,nasty crew kojak,us
991932,Black Sandy Beaches,The Dear Hunter,black sandy beaches the dear hunter,us
282822,Caramelo,Jazzimodo,caramelo jazzimodo,us
983007,No Culture Icons (Ovian Remix),The Thermals,no culture icons (ovian remix) the thermals,us
177697,Mercury,Midival Punditz,mercury midival punditz,us
388269,Silent Spring (LP Version),Carmen McRae,silent spring (lp version) carmen mcrae,fr
804966,Anything Is Possible,Modern Talking,anything is possible modern talking,us
404387,Soul Dance Number Three (LP Version),Wilson Pickett,soul dance number three (lp version) wilson pickett,us
797816,Shangri La,Martina Topley Bird,shangri la martina topley bird,us
7205,How Come You Do Me Like You Do,Doc Houlind & His Copenhagen Ragtime Band,how come you do me like you do doc houlind & his copenhagen ragtime band,pt
254774,Get da picture,Bigg Snoop Dogg,get da picture bigg snoop dogg,nl
261414,Let The Country Feed You,Anti-Nowhere League,let the country feed you anti-nowhere league,us
736685,Sapphire,Michael Hedges,sapphire michael hedges,us
387461,I Want To Go Home,Lenny Kravitz,i want to go home lenny kravitz,us
122289,Prisionero De Tus Brazos (Album Version),Luis Y Julian,prisionero de tus brazos (album version) luis y julian,es
882790,Sweet Love,KneeDeep,sweet love kneedeep,nl
725827,Le Fromveur (Live),Yann Tiersen,le fromveur (live) yann tiersen,fr
125903,Naturally Crooked (Feat. Sweets),Crooked Stilo,naturally crooked (feat. sweets) crooked stilo,us
643073,I Can Only Imagine (Album Version),Emerson Drive,i can only imagine (album version) emerson drive,us
316789,Morning Mist,Sebastien Schuller,morning mist sebastien schuller,us
251460,Some Of Shelly's Blues,Michael Nesmith,some of shelly's blues michael nesmith,us
804419,Struggle For Pleasure,Wim Mertens,struggle for pleasure wim mertens,us
563239,Skylark (Album Version),Renee Olstead,skylark (album version) renee olstead,us
192472,I Can Feel It (Lovin Me) JAKAZiD Remix,Rachel Loy,i can feel it (lovin me) jakazid remix rachel loy,nl
504470,Life On TV,Kid Sister,life on tv kid sister,us
66243,Hazel's Hips,Oscar Brown Jr.,hazel's hips oscar brown jr.,us
743470,Hoy Se Lo Digo A Esa Mujer,Tito Rojas,hoy se lo digo a esa mujer tito rojas,es
431128,The City Of New Orleans,Johnny Cash with June Carter Cash,the city of new orleans johnny cash with june carter cash,us
888253,Blind,Creaming Jesus,blind creaming jesus,us
733067,Change In Nature,Operahouse,change in nature operahouse,us
727095,Les absents ont toujours tort (Cirque Royal Bruxelles 2003),Louis Chedid,les absents ont toujours tort (cirque royal bruxelles 2003) louis chedid,fr
894481,Canudos,Tom Zé,canudos tom zé,pt
503666,Ladies Night,IYOV,ladies night iyov,us
233523,Lola Lee,Little Jimmy Dickens,lola lee little jimmy dickens,us
645677,Prelude,Pat Travers,prelude pat travers,us
429846,Dis Lui Oui,Benabar,dis lui oui benabar,us
53531,Part Three: They Know We Know (live),Spocks Beard,part three: they know we know (live) spocks beard,us
777383,Money Stash,Mista Bourne,money stash mista bourne,us
456862,Porters Pyramids,Trey Anastasio,porters pyramids trey anastasio,us
724139,Verde Junco (Tangos),Jose Merce,verde junco (tangos) jose merce,es
526246,Beautiful Feeling [Radio Mix],the feelers,beautiful feeling [radio mix] the feelers,us
712278,That Old Black Magic (Album Version),Kevin Spacey,that old black magic (album version) kevin spacey,us
148662,Oye El Refran - Original,Bobby Capo,oye el refran - original bobby capo,es
416280,Blue Collar Boys Ride Again (Bonus Track),Bill Engvall/Ron White/Jeff Foxworthy/Larry The Cable Guy,blue collar boys ride again (bonus track) bill engvall/ron white/jeff foxworthy/larry the cable guy,us
544750,Fish 7,Colin Newman,fish 7 colin newman,us
286063,Chamber Dance (Cold Steel Remix),Die Symphony,chamber dance (cold steel remix) die symphony,us
290292,Beautiful Drunk,The Great Crusades,beautiful drunk the great crusades,us
787943,Hypnotized,Diamond Rexx,hypnotized diamond rexx,us
193642,Oblivion/{Symbol For Infinity} (Album Version),Mudhoney,oblivion/{symbol for infinity} (album version) mudhoney,us
150012,Carry On,Crosby_ Stills_ Nash and Young,carry on crosby_ stills_ nash and young,us
919795,Love Buffet,Vivian Khor,love buffet vivian khor,us
488532,Julie Ann Johnson (Album Version),Lead Belly,julie ann johnson (album version) lead belly,us
770721,What's Come Over You (Album Version),Paul Brandt,what's come over you (album version) paul brandt,us
705395,Freak In,Arena,freak in arena,us
16151,Can You Ever Love Somebody,Marc Dorsey,can you ever love somebody marc dorsey,us
984750,Men je cist vseen,Lucky cupids,men je cist vseen lucky cupids,us
277390,King Zydeco,Rockin' Sidney,king zydeco rockin' sidney,us
796356,Christopher Columbus,Tommy Dorsey,christopher columbus tommy dorsey,us
102379,The Idiots Are Winning,autoKratz,the idiots are winning autokratz,us
826833,Periodicals of evil,Refractory,periodicals of evil refractory,us
770859,Seb-1.10,Squarepusher,seb-1.10 squarepusher,us
957714,Nothin's Gonna Stop,Jacynthe,nothin's gonna stop jacynthe,us
90877,Born A Legend,Dozer,born a legend dozer,us
692692,Raw Delights,Seran,raw delights seran,us
29100,Every Day,Aquagen,every day aquagen,us
424906,Penge Naman Ako N'yan,Itchyworms,penge naman ako n'yan itchyworms,us
831055,Dragon Lady,Eric Burdon,dragon lady eric burdon,us
441466,What You Need,Priors,what you need priors,us
873549,Now_ Right Now,Reverend Horton Heat,now_ right now reverend horton heat,us
199688,In The USA,Condemned 84,in the usa condemned 84,us
403391,Get Another Love [Warren Clarke Club Mix],Kathy Brown,get another love [warren clarke club mix] kathy brown,us
514987,Hedonist II,Lucky Boys Confusion,hedonist ii lucky boys confusion,us
273420,Someone,Ascension,someone ascension,it
51477,Wake Up Francis,BMX Bandits,wake up francis bmx bandits,us
226221,Seems So Simple,Fredrika Stahl,seems so simple fredrika stahl,us
517590,Kosmosy,Nu Nrg,kosmosy nu nrg,us
133967,The Deadly Mantis,Dick Jacobs,the deadly mantis dick jacobs,us
562461,Stagolee,Jesse Fuller,stagolee jesse fuller,us
82715,My Legionnaire,Ellen Foley,my legionnaire ellen foley,us
584237,The Fall of the Light Brigade,Lushlife,the fall of the light brigade lushlife,us
320957,Running For Your Love,Stephanie Mills,running for your love stephanie mills,us
595471,Overdrive,David Mann_,overdrive david mann_,us
294214,Brackish - Live,Kittie,brackish - live kittie,us
48947,Ain't No Music,Alton Ellis,ain't no music alton ellis,us
796898,Chasing Her Ghost,Neal Casal,chasing her ghost neal casal,us
190039,Highway 61 Revisited (2003 Remix) (2004 Digital Remaster),Terry Reid,highway 61 revisited (2003 remix) (2004 digital remaster) terry reid,us
980633,Every Night_ Every Day,Jimmy McCracklin,every night_ every day jimmy mccracklin,us
945954,Gitano's Birthday,Victor Young,gitano's birthday victor young,us
43342,Full Range Madness,Gregor Tresher,full range madness gregor tresher,us
255248,Fake Encore,Supersuckers,fake encore supersuckers,us
374618,Creia,Stem Tips,creia stem tips,us
889385,Hit 'Em Wit The Pump,DSGB,hit 'em wit the pump dsgb,us
461780,Working My Way Back To You  (2007 Remastered LP Version),Frankie Valli & The Four Seasons,working my way back to you  (2007 remastered lp version) frankie valli & the four seasons,us
308703,Part II - Best of Me,The Gourds,part ii - best of me the gourds,us
729994,Your Time To Change,Pavement,your time to change pavement,us
275182,Hello Again,Paul Brown,hello again paul brown,us
95661,Stop the Music,The Pipettes,stop the music the pipettes,us
651587,Rossignol et Coucou,Aimable,rossignol et coucou aimable,fr
839683,Lamentos,Leo Gandelman,lamentos leo gandelman,es
198191,Cameroun,Alpha Blondy,cameroun alpha blondy,us
356308,Busy Hands_ Busy Feet  (Sleep Sound In Jesus Platinum Album Version),Michael Card,busy hands_ busy feet  (sleep sound in jesus platinum album version) michael card,us
11294,Hearts Abandoned Will Rust,The Hands,hearts abandoned will rust the hands,us
699666,Hold Me Through The Night (LP Version),Beth Hart,hold me through the night (lp version) beth hart,us
894146,Flow Raef,Machinedrum,flow raef machinedrum,us
924641,Move On Man_ Out-Take,Mugison,move on man_ out-take mugison,us
786338,Himalaia,Jorge Vercilo,himalaia jorge vercilo,us
17995,On Nique Tout Là,Seth Gueko,on nique tout là seth gueko,fr
24451,Where to? / What for?,Casino Versus Japan,where to? / what for? casino versus japan,us
580749,El Empleado,Abuela Coca,el empleado abuela coca,es
90298,Bad Habits,Colin James,bad habits colin james,us
485487,Kiedy Jestes Taka Bliska,"Stanislaw Soyka/Janusz Iwanski yanina""","kiedy jestes taka bliska stanislaw soyka/janusz iwanski yanina""",us
250826,Good Night My Love,Chenley Duffus,good night my love chenley duffus,us
492867,' A Città 'E Pullecenella,Andrea,' a città 'e pullecenella andrea,it
521113,Faith To Go,Sunshaker,faith to go sunshaker,us
902614,Never Can Get Enough,London Funk Allstars,never can get enough london funk allstars,us
77368,The Seed We've Sown,Kids In The Way,the seed we've sown kids in the way,us
384678,Brake,The Simpletons,brake the simpletons,us
383923,Dog Faced Gods (LP Version),Testament,dog faced gods (lp version) testament,us
774699,Dan,Grovesnor,dan grovesnor,us
22072,Rescue Me (1999 Digital Remaster),Bryan Ferry,rescue me (1999 digital remaster) bryan ferry,us
957013,Piano In An Empty Room,Vangelis,piano in an empty room vangelis,us
889425,Life Of A Soldier,illScarlett,life of a soldier illscarlett,us
19324,I Need A Break,Suff Daddy,i need a break suff daddy,us
327986,Wave,Dave Eggar,wave dave eggar,us
519481,Often,Sunday Drivers,often sunday drivers,us
282869,Big Fat Daddy,Andrew Gold,big fat daddy andrew gold,us
956673,Love Keep Us Together (LP Version),Martin Sexton,love keep us together (lp version) martin sexton,us
57140,All Out Of Love,Johnny Logan,all out of love johnny logan,us
203523,Down in the Flood,Dodgy,down in the flood dodgy,us
143831,Crazy Gunner,Street Pharmacy,crazy gunner street pharmacy,us
254329,Work,Masters At Work,work masters at work,us
364978,My Only Crime,Die Symphony,my only crime die symphony,us
421106,Brilla,Un Kuartito,brilla un kuartito,it
973807,O Holy Night (1993 Digital Remaster),Al Martino,o holy night (1993 digital remaster) al martino,us
238845,Prize,Kitchens Of Distinction,prize kitchens of distinction,us
586852,Se Acaba,David Bisbal,se acaba david bisbal,us
385535,Council House,Denim,council house denim,es
366756,Freedom,Rage Against The Machine,freedom rage against the machine,us
819213,Piggy Pie (Old School),Insane Clown Posse,piggy pie (old school) insane clown posse,us
541337,Time Code (Album Version),Bright Eyes,time code (album version) bright eyes,us
660455,Talk,Mr. Peppa,talk mr. peppa,us
211224,One_ Two_ Button Your Shoe,Bing Crosby,one_ two_ button your shoe bing crosby,us
146118,POU'W,Harry Diboula,pou'w harry diboula,fr
49810,Fireside Dreams,Ricky Valance,fireside dreams ricky valance,us
240351,Krasnodon Red flags,Alexander V. Mogilco,krasnodon red flags alexander v. mogilco,us
697473,You Are (Album Version),Sylvan,you are (album version) sylvan,us
387800,1001 Nights,Aeoliah,1001 nights aeoliah,us
222383,Novogiorno,Lazybatusu,novogiorno lazybatusu,it
598051,United & Strong,Half Life,united & strong half life,us
801625,Tout passe,Louise Attaque,tout passe louise attaque,fr
854530,La luna en tu mirada,Ry Cooder & Manuel Galban,la luna en tu mirada ry cooder & manuel galban,es
868508,Rung By Rung,Hint Hint,rung by rung hint hint,us
496185,The White of Gold,Mark Eitzel,the white of gold mark eitzel,us
463126,Por Mucho Que Tú Lo Quisieras (Live),Navajita Platea,por mucho que tú lo quisieras (live) navajita platea,es
588255,Groovy Little Thing,Beres Hammond,groovy little thing beres hammond,us
76093,Wrap Your Troubles In Dreams,The Four Lads,wrap your troubles in dreams the four lads,us
449462,Considérando,Edu Lobo,considérando edu lobo,fr
64672,War / Flashbacks,Frozen Plasma,war / flashbacks frozen plasma,us
486446,Can You Feel It,RICKY LYNN GREGG,can you feel it ricky lynn gregg,us
749279,Sunshine Day,Osibisa,sunshine day osibisa,us
72098,Fractured,Distance,fractured distance,us
781854,Fandangos Del Rio (Fandangos),Niña Pastori,fandangos del rio (fandangos) niña pastori,es
987686,Through The Lens,V/A Friction Records,through the lens v/a friction records,us
853170,Wrap Your Arms Around Me  (Single/LP Version),KC & The Sunshine Band,wrap your arms around me  (single/lp version) kc & the sunshine band,us
95963,Mass Malaise (Album Version),Scalplock,mass malaise (album version) scalplock,us
368003,Caruso,Paul Potts,caruso paul potts,us
919041,Fluoro Neuro Sponge,Hallucinogen,fluoro neuro sponge hallucinogen,it
563257,It Is The Law (Acoustic Version),Envelopes,it is the law (acoustic version) envelopes,us
515765,C'est Quand Le Bonheur ?,Cali,c'est quand le bonheur ? cali,fr
753821,Please Me (Demo),The Quireboys,please me (demo) the quireboys,us
741126,Party Clothes,The Subs,party clothes the subs,us
505951,Doorway,Dave Evans,doorway dave evans,nl
998759,Relaxed Fit,Chavez,relaxed fit chavez,us
170822,Emcee UB,The Invisibl Skratch Piklz,emcee ub the invisibl skratch piklz,us
502972,Cruel Sister,Pentangle,cruel sister pentangle,us
223350,Sadko: Chanson Hindoue,Beniamino Gigli,sadko: chanson hindoue beniamino gigli,us
144976,All Is One,Atman,all is one atman,us
115776,A Stranger Tonight,Glenn Medeiros,a stranger tonight glenn medeiros,us
165779,O meu primeiro Amor,Jorge Ferreira,o meu primeiro amor jorge ferreira,pt
483747,La Florecita,Jorge Velosa,la florecita jorge velosa,es
504028,Tain't Nobody's Biz-ness If I Do,Little Milton,tain't nobody's biz-ness if i do little milton,us
371969,A Tune Of Panic (Album Version),Small Towns Burn A Little Slower,a tune of panic (album version) small towns burn a little slower,us
29552,Tonight I Give In,Angela Bofill,tonight i give in angela bofill,us
897271,Samba For Bill & Ben,James Taylor Quartet,samba for bill & ben james taylor quartet,us
830358,Collide (Album Version),Skillet,collide (album version) skillet,us
97857,Hard Rock Dinosaur,Tankard,hard rock dinosaur tankard,us
885323,Where Shadows Grow Long,Marthia Sides,where shadows grow long marthia sides,us
342952,So Fine,Chambers Brothers,so fine chambers brothers,us
543213,You Are My Destiny,Paul Anka,you are my destiny paul anka,fr
894221,A Way of Life,Kirk Degiorgio,a way of life kirk degiorgio,us
132363,Ernest Statue,Phillip Boa And The Voodooclub,ernest statue phillip boa and the voodooclub,us
992773,Lay Down Burden (Album Version),Brian Wilson,lay down burden (album version) brian wilson,us
759189,Tree Of Hearts (LP Version),Bryan White,tree of hearts (lp version) bryan white,us
280330,Kill Them With Love,The Slits,kill them with love the slits,us
101878,Terminal,Tremor,terminal tremor,it
793121,Sweet Soul Woman,Little Jimmy Taylor,sweet soul woman little jimmy taylor,us
885111,Black Magic Woman,Ed Calle,black magic woman ed calle,us
48676,Do Right,Incognito,do right incognito,it
547609,She,Access to Arasaka,she access to arasaka,us
971777,Dope Sucks,Herman Brood & His Wild Romance,dope sucks herman brood & his wild romance,us
